Id,SatePrice
1701,260861.48
1702,242505.9
1703,244767.62
1704,295201.72
1705,243994.08
1706,457525.4
1707,226188.19
1708,220219.81
1709,281282.94
1710,229959.9
1711,263441.2
1712,231101.94
1713,255940.31
1714,222884.69
1715,207314.03
1716,178471.22
1717,163755.6
1718,141005.97
1719,211098.95
1720,265407.06
1721,163143.34
1722,128870.055
1723,153529.33
1724,210598.28
1725,230606.98
1726,191901.9
1727,165883.1
1728,179401.19
1729,165545.66
1730,169235.81
1731,120515.35
1732,135156.53
1733,124673.96
1734,122052.13
1735,130730.36
1736,119619.22
1737,342122.1
1738,216225.9
1739,252569.17
1740,208214.33
1741,188143.2
1742,180088.7
1743,168860.4
1744,288247.56
1745,239240.06
1746,245046.66
1747,218986.92
1748,217665.97
1749,155834.38
1750,136605.06
1751,232029.36
1752,123239.44
1753,137401.62
1754,208487.28
1755,166609.55
1756,129144.805
1757,120867.32
1758,147081.73
1759,171570.44
1760,155357.67
1761,133398.16
1762,163080.58
1763,173596.97
1764,116699.31
1765,160985.67
1766,166685.05
1767,212971.44
1768,143174.25
1769,154837.72
1770,142404.94
1771,129189.414
1772,146633.83
1773,135697.77
1774,125801.52
1775,139104.8
1776,125590.87
1777,113967.79
1778,135117.12
1779,116175.55
1780,182926.4
1781,133237.75
1782,93498.56
1783,130209.914
1784,99467.39
1785,114164.88
1786,139420.34
1787,175704.31
1788,57973.38
1789,97532.25
1790,89764.27
1791,172229.86
1792,159170.58
1793,138058.44
1794,147768.86
1795,138032.17
1796,123598.57
1797,117353.62
1798,131362.58
1799,117688.43
1800,122169.336
1801,129169.305
1802,151288.67
1803,153577.25
1804,144000.61
1805,136019.75
1806,120022.63
1807,132196.89
1808,109031.37
1809,127027.33
1810,140269.38
1811,106880.234
1812,101768.67
1813,120841.664
1814,92377.984
1815,51758.395
1816,95299.945
1817,117762.45
1818,141932.33
1819,108083.164
1820,62597.04
1821,111046.78
1822,160284.0
1823,37160.83
1824,136660.45
1825,135246.72
1826,99328.914
1827,105785.17
1828,140629.77
1829,107392.39
1830,145343.67
1831,147314.81
1832,86273.62
1833,146117.56
1834,120096.71
1835,142112.75
1836,133606.84
1837,88962.88
1838,124731.03
1839,79382.14
1840,170989.52
1841,161937.4
1842,70545.16
1843,130924.016
1844,136029.44
1845,135484.98
1846,152367.75
1847,145408.72
1848,55128.633
1849,113600.27
1850,122204.92
1851,156490.69
1852,127695.48
1853,127189.0
1854,171313.58
1855,155519.75
1856,222621.9
1857,158062.55
1858,130712.56
1859,123083.58
1860,148323.88
1861,123083.58
1862,260126.16
1863,247310.77
1864,247310.77
1865,330560.3
1866,332941.3
1867,250111.47
1868,306699.9
1869,200615.62
1870,240864.11
1871,257676.45
1872,168972.31
1873,240210.7
1874,138530.58
1875,191769.72
1876,189258.27
1877,206480.2
1878,207801.27
1879,136938.39
1880,136213.23
1881,236466.83
1882,249063.62
1883,201858.08
1884,207089.73
1885,266429.2
1886,314912.16
1887,198978.17
1888,267205.62
1889,162704.55
1890,134520.86
1891,142397.34
1892,106858.62
1893,131484.86
1894,123015.48
1895,142074.34
1896,123900.24
1897,111211.98
1898,111376.52
1899,154432.58
1900,155396.38
1901,179238.92
1902,137197.45
1903,199601.12
1904,150038.33
1905,194670.03
1906,159533.86
1907,221075.23
1908,124541.59
1909,139499.53
1910,128401.19
1911,206879.64
1912,284081.5
1913,140655.14
1914,74632.36
1915,342900.38
1916,73611.64
1917,255409.28
1918,139933.67
1919,160400.9
1920,140677.66
1921,430447.97
1922,314741.8
1923,221769.8
1924,245889.31
1925,218428.66
1926,367016.5
1927,137568.2
1928,160718.55
1929,123742.1
1930,129259.65
1931,143144.16
1932,136847.64
1933,173955.64
1934,180231.12
1935,169736.92
1936,185529.97
1937,182926.78
1938,172179.72
1939,263981.7
1940,201842.28
1941,175567.77
1942,192498.36
1943,202585.53
1944,338572.88
1945,395261.34
1946,177879.1
1947,318736.62
1948,176237.78
1949,257839.92
1950,181465.6
1951,262478.0
1952,252094.25
1953,168075.03
1954,185993.89
1955,129641.914
1956,275611.1
1957,163862.44
1958,307138.5
1959,129821.87
1960,116880.3
1961,118378.39
1962,96128.586
1963,104815.08
1964,110005.37
1965,153817.27
1966,152343.47
1967,332942.84
1968,420222.28
1969,386929.3
1970,454602.47
1971,489716.2
1972,352257.5
1973,264589.56
1974,309647.6
1975,468531.72
1976,274333.56
1977,368918.03
1978,376536.6
1979,330687.16
1980,195872.12
1981,343711.4
1982,243277.62
1983,226863.17
1984,169199.11
1985,210977.81
1986,210383.84
1987,191126.17
1988,174347.3
1989,185109.66
1990,220791.84
1991,249154.06
1992,215746.19
1993,167825.05
1994,234163.97
1995,180400.23
1996,225188.97
1997,318302.22
1998,312536.47
1999,267034.84
2000,310617.72
2001,260302.7
2002,234273.34
2003,238152.28
2004,265219.84
2005,239787.75
2006,239533.39
2007,244756.62
2008,208592.84
2009,192349.02
2010,192174.16
2011,147623.2
2012,179778.84
2013,182397.88
2014,185237.33
2015,199425.78
2016,193406.36
2017,208587.36
2018,121496.21
2019,137902.64
2020,117888.41
2021,113507.92
2022,180537.28
2023,140524.66
2024,225501.94
2025,405660.34
2026,180073.11
2027,151741.17
2028,151138.53
2029,179181.66
2030,268007.72
2031,261430.03
2032,275276.97
2033,256972.61
2034,162076.77
2035,214903.4
2036,186403.48
2037,196159.31
2038,339386.72
2039,224443.42
2040,383297.62
2041,276088.06
2042,201491.66
2043,168123.06
2044,180918.72
2045,226735.66
2046,134377.39
2047,152406.6
2048,139221.39
2049,128205.055
2050,175124.02
2051,107613.67
2052,134439.06
2053,148679.6
2054,87185.41
2055,160334.5
2056,134307.58
2057,120830.5
2058,244833.02
2059,124158.45
2060,172657.08
2061,177170.9
2062,136802.56
2063,114660.164
2064,134578.2
2065,125186.77
2066,179380.67
2067,108724.54
2068,125355.62
2069,91630.38
2070,105905.13
2071,87775.75
2072,127856.695
2073,141304.23
2074,184475.44
2075,147215.25
2076,125044.336
2077,150899.89
2078,132687.16
2079,123839.984
2080,116728.305
2081,126064.31
2082,136659.83
2083,136794.06
2084,114136.76
2085,130722.7
2086,122206.89
2087,122010.79
2088,103472.59
2089,80640.6
2090,130540.19
2091,128867.99
2092,135057.92
2093,126513.91
2094,132941.9
2095,147958.58
2096,83389.93
2097,98988.53
2098,149234.73
2099,55229.477
2100,103574.125
2101,124440.67
2102,121603.21
2103,105836.61
2104,121134.22
2105,134536.06
2106,68778.52
2107,220973.58
2108,117145.305
2109,116149.23
2110,130510.82
2111,152607.83
2112,139478.86
2113,125624.8
2114,103576.28
2115,159907.86
2116,121359.76
2117,155099.69
2118,121452.516
2119,110764.09
2120,108436.414
2121,112923.88
2122,104413.984
2123,91272.086
2124,164971.5
2125,124149.61
2126,166138.9
2127,157010.19
2128,123798.91
2129,106169.17
2130,137316.11
2131,160131.05
2132,116316.82
2133,116934.445
2134,119924.086
2135,101770.56
2136,90514.87
2137,105742.17
2138,135081.5
2139,151801.11
2140,140308.25
2141,144857.16
2142,131364.39
2143,137419.62
2144,108042.62
2145,135136.02
2146,162786.33
2147,139822.69
2148,124423.945
2149,145221.64
2150,226212.83
2151,133685.17
2152,196103.47
2153,167895.08
2154,112798.65
2155,136959.84
2156,229324.27
2157,244879.58
2158,242976.11
2159,217226.62
2160,175376.02
2161,248820.83
2162,445813.62
2163,344031.7
2164,262570.47
2165,192206.86
2166,145820.14
2167,206709.11
2168,216961.22
2169,196533.73
2170,220097.52
2171,141624.98
2172,130711.03
2173,154987.1
2174,238735.84
2175,297555.0
2176,327294.34
2177,247803.94
2178,220687.25
2179,142644.38
2180,196224.42
2181,189184.61
2182,222791.92
2183,197123.4
2184,131598.02
2185,102165.46
2186,143997.4
2187,147808.73
2188,164027.53
2189,207070.52
2190,79055.68
2191,82513.52
2192,93066.3
2193,93451.73
2194,103126.38
2195,111931.016
2196,103431.016
2197,113891.734
2198,152734.44
2199,180787.89
2200,137227.47
2201,140851.77
2202,210283.36
2203,169467.55
2204,194942.7
2205,120573.445
2206,145201.92
2207,221200.06
2208,244623.12
2209,213055.73
2210,134956.62
2211,118306.23
2212,112715.2
2213,109462.13
2214,133681.78
2215,105958.52
2216,139840.47
2217,79206.016
2218,82298.17
2219,68893.1
2220,71754.98
2221,346145.44
2222,257593.11
2223,270379.47
2224,211933.73
2225,121662.84
2226,175334.58
2227,202464.02
2228,284872.88
2229,238767.45
2230,157064.89
2231,214015.03
2232,172702.05
2233,177670.12
2234,277407.06
2235,206189.45
2236,295882.7
2237,361789.44
2238,202881.0
2239,112420.984
2240,159966.02
2241,155690.84
2242,130731.625
2243,118353.89
2244,104347.87
2245,99846.21
2246,153825.17
2247,106696.61
2248,130225.28
2249,127289.586
2250,135876.22
2251,126001.17
2252,176431.5
2253,157830.7
2254,177536.12
2255,182227.47
2256,185714.02
2257,189522.36
2258,169372.31
2259,175046.61
2260,155530.64
2261,183936.83
2262,205995.92
2263,335537.38
2264,436489.6
2265,178951.08
2266,300425.3
2267,396897.22
2268,393271.62
2269,151053.42
2270,182376.73
2271,249385.53
2272,195271.64
2273,162001.92
2274,173049.81
2275,169233.69
2276,182996.38
2277,183329.16
2278,156644.62
2279,128207.79
2280,118770.055
2281,174062.78
2282,179569.94
2283,100072.08
2284,107092.79
2285,148898.83
2286,123626.4
2287,353210.12
2288,262781.06
2289,360191.7
2290,458167.12
2291,341194.6
2292,431566.6
2293,497080.34
2294,376472.56
2295,459176.75
2296,311071.28
2297,322428.28
2298,335520.25
2299,403513.4
2300,333085.7
2301,288960.06
2302,237099.27
2303,238477.44
2304,238876.08
2305,177221.27
2306,175222.58
2307,186294.14
2308,211604.31
2309,290849.16
2310,227134.64
2311,191605.61
2312,184825.62
2313,171420.17
2314,167399.48
2315,173375.62
2316,185845.83
2317,182106.97
2318,175538.58
2319,172994.2
2320,191127.81
2321,248298.4
2322,171182.98
2323,181046.02
2324,167432.4
2325,206402.72
2326,164619.16
2327,215493.02
2328,233469.36
2329,185262.14
2330,174696.52
2331,356452.4
2332,401712.28
2333,305923.28
2334,262149.88
2335,262195.66
2336,316659.9
2337,206699.0
2338,305411.9
2339,213691.25
2340,373873.25
2341,207913.25
2342,246200.05
2343,221657.9
2344,229941.19
2345,234758.92
2346,231103.38
2347,205744.9
2348,249353.83
2349,159408.95
2350,301156.5
2351,248433.4
2352,238354.28
2353,228785.22
2354,133610.8
2355,158312.77
2356,151266.73
2357,193893.05
2358,200266.47
2359,119861.945
2360,120884.17
2361,135446.3
2362,267284.0
2363,137485.83
2364,157838.58
2365,237313.36
2366,181909.67
2367,211236.0
2368,204705.81
2369,209919.58
2370,176646.84
2371,174466.2
2372,177827.4
2373,272518.5
2374,304332.7
2375,257727.62
2376,281842.56
2377,345488.97
2378,137605.55
2379,185807.02
2380,144019.4
2381,156658.88
2382,194207.28
2383,206293.98
2384,263036.47
2385,161451.08
2386,136780.17
2387,135389.02
2388,99917.234
2389,130329.39
2390,139320.48
2391,138508.84
2392,118807.2
2393,164072.86
2394,142101.58
2395,208808.4
2396,145167.38
2397,216242.83
2398,131432.75
2399,55345.305
2400,54279.66
2401,113245.664
2402,142329.33
2403,128688.9
2404,141459.34
2405,162998.78
2406,142656.55
2407,123914.84
2408,139875.3
2409,132716.2
2410,176933.5
2411,122362.086
2412,150679.03
2413,136099.62
2414,133209.45
2415,123645.48
2416,126669.43
2417,130995.33
2418,125954.96
2419,121460.484
2420,128270.39
2421,150235.31
2422,120208.26
2423,133179.6
2424,161227.48
2425,183423.58
2426,124975.086
2427,135820.89
2428,173820.05
2429,118187.836
2430,129878.28
2431,108469.8
2432,141109.45
2433,146618.56
2434,137225.98
2435,143943.95
2436,111573.35
2437,111515.21
2438,126995.516
2439,108439.2
2440,114301.84
2441,98002.71
2442,100259.234
2443,122552.98
2444,132268.98
2445,78840.516
2446,130786.336
2447,208019.55
2448,137198.2
2449,109176.7
2450,146790.89
2451,127447.664
2452,188848.33
2453,95940.8
2454,128254.42
2455,106077.89
2456,141373.33
2457,125046.49
2458,116237.625
2459,110492.14
2460,138217.53
2461,121627.87
2462,143228.67
2463,124690.19
2464,169060.4
2465,127888.41
2466,112783.164
2467,159793.33
2468,76908.57
2469,76338.74
2470,162607.03
2471,197395.4
2472,175731.08
2473,117997.266
2474,100774.414
2475,230890.86
2476,109759.36
2477,126051.164
2478,158168.25
2479,104423.94
2480,153508.88
2481,120401.914
2482,132998.86
2483,116927.875
2484,120865.89
2485,124896.836
2486,146899.12
2487,171792.8
2488,158573.69
2489,149816.25
2490,150605.92
2491,80687.24
2492,184503.12
2493,138186.31
2494,169815.19
2495,86530.234
2496,234933.12
2497,153716.39
2498,114461.164
2499,99350.19
2500,128075.42
2501,132188.1
2502,149602.48
2503,99831.57
2504,188700.6
2505,231596.95
2506,253635.69
2507,342640.7
2508,253635.0
2509,220115.69
2510,234215.11
2511,183065.88
2512,224030.03
2513,217526.92
2514,225372.05
2515,151237.94
2516,157187.27
2517,139548.8
2518,147796.52
2519,224894.3
2520,212724.9
2521,188071.5
2522,224203.11
2523,130454.14
2524,132691.47
2525,144847.27
2526,138068.23
2527,112101.84
2528,126645.18
2529,136242.66
2530,122692.69
2531,229288.97
2532,221552.42
2533,203829.84
2534,243984.55
2535,340735.44
2536,229709.06
2537,229263.25
2538,184352.53
2539,190139.03
2540,172695.72
2541,181137.97
2542,151799.61
2543,127377.56
2544,126892.38
2545,133606.8
2546,140404.0
2547,138729.55
2548,143028.06
2549,159656.08
2550,315350.9
2551,139907.14
2552,124632.234
2553,77297.16
2554,115852.69
2555,118623.195
2556,98012.74
2557,120079.31
2558,156876.23
2559,128858.1
2560,136564.4
2561,147736.3
2562,131184.6
2563,159127.28
2564,177430.25
2565,136068.36
2566,157350.72
2567,131523.67
2568,210756.2
2569,201662.94
2570,129592.06
2571,174437.69
2572,185520.45
2573,245297.39
2574,309161.0
2575,128375.336
2576,128849.72
2577,165907.81
2578,88064.67
2579,75365.82
2580,129689.66
2581,130324.44
2582,121565.52
2583,286247.94
2584,164547.64
2585,176233.48
2586,203373.8
2587,195428.4
2588,158617.94
2589,148484.73
2590,221096.16
2591,219982.06
2592,212968.81
2593,271997.12
2594,180195.6
2595,193950.92
2596,348589.12
2597,179042.8
2598,276854.88
2599,339750.88
2600,161706.12
2601,136061.28
2602,80451.49
2603,93425.4
2604,89855.37
2605,71000.016
2606,144239.06
2607,177985.53
2608,210186.05
2609,169479.67
2610,116396.02
2611,139683.5
2612,152347.78
2613,134043.7
2614,132006.95
2615,152218.5
2616,143620.4
2617,175210.92
2618,190147.05
2619,217252.14
2620,183204.42
2621,179540.06
2622,180421.73
2623,215945.0
2624,268561.2
2625,314691.6
2626,169710.23
2627,172602.2
2628,434429.88
2629,578904.7
2630,348712.38
2631,445075.4
2632,430460.1
2633,316561.2
2634,384941.56
2635,153434.83
2636,182824.44
2637,170414.56
2638,254585.52
2639,184257.89
2640,153589.19
2641,103291.95
2642,197072.61
2643,106204.59
2644,130336.35
2645,99952.016
2646,92576.08
2647,99500.07
2648,142871.92
2649,143678.19
2650,147338.02
2651,150701.88
2652,430713.8
2653,240324.44
2654,241553.52
2655,352734.03
2656,316692.06
2657,343365.12
2658,297506.72
2659,300540.3
2660,329772.06
2661,334366.4
2662,286709.53
2663,273988.75
2664,282849.56
2665,317763.7
2666,299949.44
2667,165331.17
2668,180131.94
2669,171896.84
2670,290562.94
2671,179910.34
2672,182532.53
2673,208788.2
2674,204801.9
2675,171550.45
2676,184305.22
2677,192727.89
2678,255659.44
2679,272110.97
2680,271824.62
2681,405798.84
2682,336835.1
2683,500624.06
2684,306628.25
2685,360181.5
2686,256934.2
2687,353895.8
2688,224595.69
2689,223812.8
2690,495932.03
2691,187305.72
2692,135291.12
2693,194304.56
2694,130889.26
2695,185899.34
2696,184007.45
2697,189395.98
2698,191047.23
2699,180019.8
2700,164274.28
2701,144670.3
2702,109574.82
2703,135587.75
2704,142617.05
2705,123533.15
2706,122317.15
2707,125744.23
2708,139652.0
2709,119142.4
2710,128245.87
2711,309109.25
2712,361172.28
2713,180322.47
2714,150810.58
2715,175852.22
2716,158297.08
2717,187694.34
2718,232313.0
2719,157902.88
2720,158598.1
2721,137384.47
2722,148832.06
2723,146728.55
2724,128527.96
2725,133831.84
2726,144703.05
2727,190416.16
2728,175414.8
2729,144702.95
2730,146174.5
2731,129357.52
2732,124746.016
2733,163797.94
2734,128939.84
2735,136548.9
2736,144869.4
2737,124517.48
2738,127898.695
2739,159919.05
2740,138891.81
2741,141323.02
2742,155129.28
2743,146686.16
2744,150062.23
2745,137443.73
2746,136022.14
2747,162733.23
2748,124128.695
2749,127324.555
2750,137145.4
2751,138445.84
2752,197891.66
2753,158886.36
2754,209444.67
2755,123022.31
2756,89005.47
2757,74471.875
2758,87565.52
2759,163569.94
2760,131387.4
2761,149139.44
2762,150707.31
2763,183384.94
2764,165589.86
2765,262264.53
2766,145948.5
2767,92413.31
2768,131749.23
2769,124834.41
2770,137620.44
2771,117140.35
2772,120340.266
2773,147873.33
2774,137900.28
2775,124477.0
2776,141459.92
2777,135614.64
2778,117320.23
2779,127173.76
2780,98406.82
2781,97691.695
2782,93695.05
2783,104092.51
2784,124042.375
2785,129200.48
2786,71088.266
2787,114976.91
2788,79343.016
2789,190876.61
2790,83200.13
2791,114191.18
2792,60172.875
2793,178446.2
2794,105138.75
2795,127797.45
2796,102922.836
2797,217807.62
2798,122937.84
2799,121865.79
2800,66177.13
2801,115711.375
2802,133895.19
2803,152410.28
2804,140176.81
2805,91629.29
2806,80252.375
2807,149299.86
2808,149240.39
2809,134728.64
2810,135731.92
2811,164043.56
2812,147393.33
2813,138784.02
2814,152978.97
2815,112426.4
2816,273258.38
2817,148528.33
2818,129096.75
2819,176173.83
2820,130244.945
2821,108386.5
2822,202443.28
2823,254430.27
2824,189066.77
2825,145747.84
2826,125588.484
2827,141512.05
2828,223182.36
2829,188912.53
2830,220440.12
2831,180216.02
2832,233014.3
2833,319902.62
2834,218923.61
2835,222789.8
2836,194018.83
2837,154634.86
2838,143168.3
2839,176317.67
2840,194533.5
2841,211058.62
2842,226519.86
2843,154389.4
2844,157609.48
2845,121165.24
2846,215128.4
2847,195375.62
2848,223136.7
2849,205855.12
2850,270140.2
2851,241128.89
2852,223619.0
2853,242215.48
2854,142027.97
2855,199769.42
2856,208435.56
2857,189449.6
2858,203977.45
2859,129108.7
2860,126664.37
2861,125366.13
2862,193121.36
2863,121460.414
2864,253038.05
2865,140972.39
2866,130721.11
2867,97189.234
2868,95252.516
2869,119414.18
2870,150415.6
2871,87583.24
2872,54678.836
2873,103716.55
2874,143106.02
2875,119666.68
2876,150669.25
2877,143358.1
2878,171885.84
2879,144011.48
2880,94795.61
2881,149324.03
2882,175981.6
2883,169211.94
2884,183902.22
2885,213635.17
2886,215525.08
2887,97344.77
2888,128999.24
2889,53175.258
2890,79863.0
2891,135206.86
2892,56383.367
2893,98804.42
2894,56721.52
2895,344676.84
2896,284230.06
2897,216031.12
2898,160975.34
2899,217722.6
2900,164703.9
2901,206599.9
2902,190349.64
2903,363199.78
2904,349865.12
2905,113618.516
2906,196662.28
2907,115717.984
2908,132003.61
2909,135644.92
2910,81408.875
2911,80029.41
2912,145966.88
2913,80742.586
2914,80315.29
2915,85799.33
2916,79335.9
2917,156956.7
2918,118081.66
2919,222201.02
